age,sex,incidence,excess_mortality,incidence_apc,excess_mortality_apc
0,female,0.03319215186370853,0.000720778766284127,-0.010140204495896477,-0.01847643315733849
0,male,0.04618422661699013,0.0006295436144520285,-0.009838051201839115,-0.01896325707334401
1,female,0.033349526452527846,0.0005714511531177742,-0.00963266990402567,-0.018780727519728146
1,male,0.04564931722216683,0.0005120134621769817,-0.00938701265296038,-0.019308933371713466
2,female,0.03344395120581944,0.00048252915733157804,-0.00912487378765059,-0.01908524088314567
2,male,0.04532837158527285,0.00044016390309733854,-0.008935767086268975,-0.019654805257473984
3,female,0.029611269062723967,0.0001298167205547127,-0.008616815655614563,-0.01938997372985063
3,male,0.03822119224671999,0.00013639490199071427,-0.008484313981632852,-0.020000873249517603
4,female,0.025400887906462135,0.00012716756663270015,-0.008108494933610988,-0.019694926625264175
4,male,0.03239779545574305,0.00012837436992426041,-0.008032652717027688,-0.020347137968635187
5,female,0.0211905067502003,0.00012346568208137658,-0.007599910953256406,-0.020000100228869555
5,male,0.02657439866476611,0.00011683866964746113,-0.007580782551400378,-0.02069360015465349
6,female,0.016980125593938463,0.00011792796364633739,-0.007091062944959092,-0.020305495301348175
6,male,0.020751001873789164,9.882839427475421e-05,-0.007128702608694915,-0.02104026068237408
7,female,0.012769744437676629,0.00010873850332071187,-0.006581950039230899,-0.02061111270327054
7,male,0.014927605082812219,6.676616894380601e-05,-0.006676411866257226,-0.021387120573196916
8,female,0.011704703549938515,0.00012169839863036244,-0.006072571284014838,-0.02091695337780053
8,male,0.013586980960399269,7.167112713859047e-05,-0.006223909152999307,-0.021734180996975994
9,female,0.010639662662200403,0.0001372528909387732,-0.005562925690028919,-0.02122301830531892
9,male,0.012246356837986317,7.764998924820427e-05,-0.00577119316612551,-0.022081443255286937
10,female,0.00957462177446229,0.00015626781660668258,-0.0050530123233013535,-0.021529308410887404
10,male,0.010905732715573373,8.509879509800945e-05,-0.005318262520221495,-0.022428908732289088
11,female,0.008509580886724176,0.00018004247688037478,-0.00513993965307824,-0.021309925776617722
11,male,0.00956510859316042,9.46356167205912e-05,-0.005465966526262744,-0.022213442073258705
12,female,0.007444539998986061,0.00021061970260123064,-0.00522685619762453,-0.021090535904070618
12,male,0.00822448447074747,0.00010728151907980918,-0.005613644260156314,-0.021997996963547428
13,female,0.007346269219493167,0.00020691168323420023,-0.0053137623776872145,-0.020871138370040065
13,male,0.007978435752448025,0.0001234824129659335,-0.005761296308763764,-0.021782572815970846
14,female,0.007247998440000272,0.0002031031147413417,-0.005400658559834515,-0.02065173280550514
14,male,0.00773238703414858,0.00014071434918306946,-0.005908923185170445,-0.021567169117149287
15,female,0.007149727660507376,0.00019918985107341726,-0.005487545063270538,-0.020432318888822354
15,male,0.007486338315849136,0.0001590789875681178,-0.006056525337022944,-0.021351785419037483
16,female,0.00705145688101448,0.00019516751505987767,-0.0055744221658190485,-0.02021289633966583
16,male,0.0072402895975496925,0.00017869180689283548,-0.006204103154229257,-0.02113642133143312
17,female,0.006953186101521586,0.00019103148207644206,-0.005661290109156392,-0.019993464913961034
17,male,0.006994240879250248,0.00019968453552877006,-0.006351656975827735,-0.02092107651496855
18,female,0.007029462265899136,0.00021839632586506856,-0.005748149103444122,-0.019774024399070944
18,male,0.0070163730696012165,0.000220861110087673,-0.006499187096231651,-0.020705750674907764
19,female,0.007105738430276688,0.0002451736767862139,-0.005834999331332025,-0.01955457460990584
19,male,0.007038505259952186,0.00024190450751256545,-0.0066466937707793106,-0.020490443555583604
20,female,0.007182014594654238,0.0002713822531404078,-0.0059218409515177095,-0.019335115385270996
20,male,0.007060637450303156,0.0002628159801698383,-0.006794177220658004,-0.020275154935465278
21,female,0.0072582907590317885,0.00029703998639821384,-0.005781042563653638,-0.01861130982879078
21,male,0.007082769640654124,0.00028359676477233856,-0.006702152916892246,-0.019566273984413796
22,female,0.007334566923409339,0.0003221640621136008,-0.0056402241837688605,-0.01788675735457157
22,male,0.007104901831005094,0.0003042480826231778,-0.006610119938624703,-0.018856742411970995
23,female,0.007585385648147029,0.0003376508585323117,-0.005499385810506685,-0.017161457283667025
23,male,0.00739521251226087,0.00032706802096538375,-0.006518078277669259,-0.0181465596835636
24,female,0.007836204372884719,0.0003521462620921395,-0.005358527442993366,-0.016435408936127605
24,male,0.007685523193516644,0.00034816397209695216,-0.006426027925552025,-0.01743572526446635
25,female,0.008087023097622409,0.000365742516832545,-0.005217649080824893,-0.015708611630833258
25,male,0.007975833874772421,0.00036772418914957593,-0.006333968873570406,-0.016724238619797993
26,female,0.008337841822360099,0.000378520767262518,-0.005076750724157031,-0.014981064685659518
26,male,0.008266144556028197,0.0003859104791193696,-0.006241901112648995,-0.016012099214595343
27,female,0.008588660547097789,0.00039055267908482354,-0.004935832373775484,-0.014252767417114676
27,male,0.008556455237283973,0.00040286268930162693,-0.006149824633531309,-0.015299306513531508
28,female,0.008839463263774567,0.00040221682567152377,-0.004794894031143415,-0.013523719140388746
28,male,0.008846747002138984,0.00044940127859523633,-0.006057739426634345,-0.014585859981254612
29,female,0.009090265980451344,0.00041323733880284407,-0.004653935698494593,-0.012793919169463597
29,male,0.009137038766993994,0.0004929827239903858,-0.005965645482106985,-0.013871759082254465
30,female,0.009341068697128124,0.0004236660621246413,-0.004512957378948967,-0.01206336681670872
30,male,0.009427330531849003,0.0005338801996963535,-0.005873542789843533,-0.013157003280699242
31,female,0.009591871413804902,0.00043354941697187514,-0.0045709338577059055,-0.010896775945198334
31,male,0.009717622296704014,0.0005723342381008269,-0.005978953546247778,-0.012006677493777596
32,female,0.00984267413048168,0.00044292909320236195,-0.004628906926147591,-0.00972893874198899
32,male,0.010007914061559025,0.0006085574638493213,-0.006084353028133593,-0.01085524995241094
33,female,0.01009345780594243,0.0004777338047473883,-0.004686876583874344,-0.00855985379865909
33,male,0.010298180836902811,0.0006569687601013696,-0.006189741234036483,-0.009702719472474253
34,female,0.010344241481403178,0.0005108509196715692,-0.004744842830465723,-0.007389519705254366
34,male,0.010588447612246596,0.0007027258068604061,-0.006295118162417235,-0.008549084868674783
35,female,0.010595025156863926,0.0005424002739385777,-0.004802805665444776,-0.006217935050112144
35,male,0.010878714387590381,0.0007460410668533242,-0.0064004838115913065,-0.007394344954573029
36,female,0.010845808832324678,0.0005724906198192473,-0.004860765088400831,-0.005045098420171312
36,male,0.011168981162934164,0.0007871049163267141,-0.006505838179862944,-0.0062384985424470685
37,female,0.011096592507785425,0.0006012208783522841,-0.004918721098809864,-0.0038710084007151924
37,male,0.011459247938277952,0.0008260884423383816,-0.00661118126540805,-0.005081544443527375
38,female,0.011444908406236288,0.0006292068924743017,-0.0049766736962421065,-0.002695663575351337
38,male,0.01202735156068406,0.0008735074333018948,-0.006716513066367447,-0.003923481467804635
39,female,0.01179322430468715,0.0006555397584154448,-0.005034622880200179,-0.0015190625261572999
39,male,0.012595455183090166,0.0009166488653926838,-0.006821833580830994,-0.002764308423896189
40,female,0.012141540203138013,0.0006803617524728537,-0.0050925686501852585,-0.00034120383374081076
40,male,0.013163558805496273,0.000956066562252187,-0.006927142806723574,-0.001604024119566394
41,female,0.012489856101588875,0.0007037992797932361,-0.005447455068942508,-0.00016496197934434687
41,male,0.01373166242790238,0.0009922226967931632,-0.007323425955213292,-0.001461391384261268
42,female,0.012838172000039737,0.0007259650273951289,-0.00580221450418672,1.118497977281585e-05
42,male,0.014299766050308487,0.001025505996781089,-0.007719550039927192,-0.0013188528205945182
43,female,0.013283974827996524,0.0007365694849305323,-0.006156846985359898,0.00018723706733092538
43,male,0.015145567238304578,0.0010739997393605393,-0.008115515064792689,-0.0011764084411833853
44,female,0.013729777655953308,0.0007464852937089502,-0.00651135254116475,0.0003631943061641607
44,male,0.015991368426300664,0.0011173637064272682,-0.008511321030208352,-0.0010340582623608041
45,female,0.014175580483910096,0.0007557774249455679,-0.006865731199761194,0.0005390567187979478
45,male,0.01683716961429675,0.001156370967978585,-0.008906967932779009,-0.0008918023040652701
46,female,0.014621383311866883,0.000764502926022142,-0.007219982988674101,0.0007148243269402554
46,male,0.017682970802292843,0.0011916466859415021,-0.00930245576511235,-0.0007496405901867842
47,female,0.015067186139823668,0.0007727120927255721,-0.007574107934757879,0.0008904971516577875
47,male,0.01852877199028893,0.0012237018727028822,-0.009697784515666719,-0.0006075731489572078
48,female,0.015512945250005362,0.0008275918398975508,-0.007928106064123641,0.0010660752133521134
48,male,0.019374419329444455,0.0012395639123067047,-0.010092954168414825,-0.00046560001289919217
49,female,0.015958704360187054,0.0008794057808844851,-0.008281977402229579,0.0012415585316677413
49,male,0.02022006666859998,0.0012540991816476594,-0.010487964702524777,-0.0003237212195124073
50,female,0.016404463470368745,0.0009284038374907983,-0.008635721973792476,0.001416947125614243
50,male,0.0210657140077555,0.0012674674635475471,-0.01088281609231223,-0.000181936810955019
51,female,0.016850222580550436,0.000974809485598167,-0.008892646884332,0.0005213052691604991
51,male,0.021911361346911025,0.0012798038741877041,-0.011187332928335958,-0.0011006288639365813
52,female,0.017295981690732126,0.0010188231630411785,-0.00914950477615728,-0.0003730655365770108
52,male,0.022757008686066553,0.001291223446153983,-0.011491755147928884,-0.0020179025525977057
53,female,0.017741696078823192,0.0011180041179684648,-0.009406295650865815,-0.0012661668435421936
53,male,0.02360250899623909,0.0013297441833710045,-0.01179608274314592,-0.0029337597562956175
54,female,0.018187410466914255,0.001212323866434708,-0.009663019509471349,-0.0021580002022892897
54,male,0.024448009306411632,0.0013656005486257221,-0.012100315704655196,-0.003848202353445296
55,female,0.01863312485500532,0.001302131256474797,-0.009919676352440288,-0.0030485671621330868
55,male,0.02529350961658417,0.0013990597322789866,-0.012404454021360367,-0.004761232221845102
56,female,0.019078839243096384,0.001387742537371374,-0.010176266179682147,-0.003937869271286254
56,male,0.026139009926756707,0.0014303543542111903,-0.012708497680699593,-0.005672851238644805
57,female,0.01952455363118745,0.001469445080542182,-0.010432788990470843,-0.0048259080765828966
57,male,0.026984510236929247,0.0014596878797723204,-0.013012446668406064,-0.006583061280169611
58,female,0.02066530174060489,0.0015189407203632837,-0.010689244783469665,-0.005712685123875683
58,male,0.028747412231606897,0.0015916866366440278,-0.013316300968379768,-0.007491864222491484
59,female,0.021806049850022338,0.0015632577920403458,-0.010945633556766032,-0.006598201957708771
59,male,0.03051031422628454,0.0017084314783932472,-0.01362006056287457,-0.008399261940672087
60,female,0.02294679795943978,0.0016031686179466577,-0.011201955307730382,-0.007482460121524648
60,male,0.03227321622096219,0.0018124221085399448,-0.013923725432100853,-0.009305256310055299
61,female,0.02408754606885722,0.0016392992165879946,-0.011636849342015476,-0.0074380386987527025
61,male,0.034036118215639836,0.001905640341661112,-0.014404079446261653,-0.009290031577076308
62,female,0.025228294178274664,0.0016721623797221208,-0.012071549942922144,-0.007393655337507576
62,male,0.03579902021031748,0.001989677619094432,-0.014884195222787056,-0.009274823591567949
63,female,0.027063489627878443,0.0017733034122890128,-0.012506057048399355,-0.007349310161552602
63,male,0.0384781730649955,0.002123227295780853,-0.015364072550162255,-0.009259632670377993
64,female,0.028898685077482222,0.0018615986311285792,-0.012940370586845829,-0.007305003304427182
64,male,0.04115732591967352,0.002239390031525869,-0.015843711192872312,-0.00924445915455363
65,female,0.030733880527085998,0.0019393492014527502,-0.013374490476463885,-0.007260734909578126
65,male,0.043836478774351546,0.0023413537378880523,-0.016323110889394754,-0.00922930341091921
66,female,0.03256907597668978,0.002008337626178124,-0.013808416624890518,-0.007216505131222961
66,male,0.046515631629029566,0.0024315718720455013,-0.016802271350411235,-0.009214165834121046
67,female,0.034404271426293556,0.0020699660785580536,-0.014242148928220733,-0.0071723141349495645
67,male,0.04919478448370759,0.002511963429088797,-0.01728119225707636,-0.009199046848358261
68,female,0.036238785453958755,0.00237635508389739,-0.014675687270433113,-0.0071281620983763005
68,male,0.051872472033977456,0.002777662212694127,-0.01775987325851358,-0.00918394690952773
69,female,0.03807329948162397,0.0026532181518543517,-0.015109031522845151,-0.007084049212042531
69,male,0.05455015958424733,0.0030172764410789327,-0.018238313969949682,-0.009168866507856754
70,female,0.03990781350928917,0.002904627097560731,-0.015542181542903322,-0.00703997568004211
70,male,0.057227847134517194,0.003234467598586885,-0.01871651396986862,-0.00915380616971917
71,female,0.04174232753695437,0.0031339379349538837,-0.015582087948255663,-0.006775048651417093
71,male,0.05990553468478707,0.0034322425181279154,-0.018806910011125666,-0.008913228924893657
72,female,0.04357684156461957,0.003343941547096691,-0.015621992046957911,-0.006510072125298527
72,male,0.06258322223505694,0.0036130934308537775,-0.01889729637884119,-0.008672638152713685
73,female,0.04541070509178931,0.00410285435042789,-0.015661893817762396,-0.006245046111021391
73,male,0.06525949424886456,0.004352686923820399,-0.018987673031050978,-0.008432033891310198
74,female,0.047244568618959044,0.004802850645427476,-0.01570179323871268,-0.00597997061868305
74,male,0.06793576626267217,0.005034009097400774,-0.019078039924448342,-0.008191416180640232
75,female,0.04907843214612879,0.005450534850638555,-0.015741690287201737,-0.005714845658714385
75,male,0.07061203827647977,0.005663685588175612,-0.019168397014465377,-0.007950785061534349
76,female,0.050912295673298524,0.006051559818612235,-0.015781584939880577,-0.005449671242878429
76,male,0.07328831029028739,0.00624737423823374,-0.019258744254985194,-0.007710140576647984
77,female,0.05274615920046827,0.0066107922547924145,-0.01582147717278415,-0.00518444738297319
77,male,0.075964582304095,0.006789935574705797,-0.01934908159849169,-0.007469482769758451
78,female,0.05274615920046827,0.0066107922547924145,-0.0158613669611396,-0.004919174091831291
78,male,0.075964582304095,0.006789935574705797,-0.019439408995903573,-0.007228811686380565
79,female,0.05274615920046827,0.0066107922547924145,-0.01590125427938105,-0.004653851383173313
79,male,0.075964582304095,0.006789935574705797,-0.01952972639667927,-0.006988127373669273
80,female,0.05274615920046827,0.0066107922547924145,-0.01594113910119388,-0.0043884792713685394
80,male,0.075964582304095,0.006789935574705797,-0.019620033748458554,-0.00674742988016841
81,female,0.05274615920046827,0.0066107922547924145,-0.015956835740810194,-0.0025498898974909423
81,male,0.075964582304095,0.006789935574705797,-0.019686145192862492,-0.004956669453773488
82,female,0.05274615920046827,0.0066107922547924145,-0.01597253193808168,-0.000707909072116486
82,male,0.075964582304095,0.006789935574705797,-0.019752251945003407,-0.0031628587537609887
83,female,0.05274615920046827,0.0066107922547924145,-0.01598822769556696,0.0011374695186379125
83,male,0.075964582304095,0.006789935574705797,-0.019818354007369754,-0.0013659923663733586
84,female,0.05274615920046827,0.0066107922547924145,-0.016003923016001953,0.0029862522006948167
84,male,0.075964582304095,0.006789935574705797,-0.019884451382621293,0.00043393513220368884
85,female,0.05274615920046827,0.0066107922547924145,-0.01601961790210571,0.004838445311536876
85,male,0.075964582304095,0.006789935574705797,-0.019950544073368826,0.002236929175170488
86,female,0.05274615920046827,0.0066107922547924145,-0.016035312356435627,0.0066940552004896015
86,male,0.075964582304095,0.006789935574705797,-0.020016632082110908,0.004042995205213895
87,female,0.05274615920046827,0.0066107922547924145,-0.016051006381504695,0.008553088228503425
87,male,0.075964582304095,0.006789935574705797,-0.020082715411294583,0.005852138674688923
88,female,0.05274615920046827,0.0066107922547924145,-0.016066699979986554,0.010415550768498871
88,male,0.075964582304095,0.006789935574705797,-0.020148794063529984,0.007664365045705557
89,female,0.05274615920046827,0.0066107922547924145,-0.016082393154189578,0.012281449205019168
89,male,0.075964582304095,0.006789935574705797,-0.0202148680412515,0.009479679789979878
90,female,0.05274615920046827,0.0066107922547924145,-0.016098085906752102,0.014150789934791796
90,male,0.075964582304095,0.006789935574705797,-0.020280937347081696,0.011298088388978833
91,female,0.05274615920046827,0.0066107922547924145,-0.013785919834298999,0.013596663270648235
91,male,0.075964582304095,0.006789935574705797,-0.018041203938053862,0.010717291646993088
92,female,0.05274615920046827,0.0066107922547924145,-0.01146833333596553,0.013040212913526084
92,male,0.075964582304095,0.006789935574705797,-0.015796342500439153,0.01013414389279721
93,female,0.10674117069523159,0.03521253709319279,-0.009145337062549719,0.012481454969046069
93,male,0.143233391437149,0.028503348900187783,-0.013546360064413676,0.00954865680542527
94,female,0.16073618218999491,0.04459830304895121,-0.00681695628389134,0.01192042017134276
94,male,0.21050220057020302,0.036339135743263154,-0.011291276146260687,0.008960854557219955
95,female,0.21473119368475826,0.049263892751115736,-0.0044832382015636,0.011357161195980625
95,male,0.277771009703257,0.04037968095822738,-0.009031128715600079,0.008370779782312932
96,female,0.26872620517952156,0.05205457360745385,-0.002144262557277843,0.010791763268347632
96,male,0.345039818836311,0.04284474038853295,-0.006765982659341696,0.0077785020395234605
97,female,0.32272121667428494,0.053911427760552466,0.00019984306421250153,0.010224359466626254
97,male,0.41230862796936496,0.04450544307696999,-0.00449594171372425,0.007184129744926437
98,female,0.32272121667428494,0.053911427760552466,0.00019984306421250153,0.010224359466626254
98,male,0.41230862796936496,0.04450544307696999,-0.00449594171372425,0.007184129744926437
99,female,0.32272121667428494,0.053911427760552466,0.00019984306421250153,0.010224359466626254
99,male,0.41230862796936496,0.04450544307696999,-0.00449594171372425,0.007184129744926437
100,female,0.32272121667428494,0.053911427760552466,0.00019984306421250153,0.010224359466626254
100,male,0.41230862796936496,0.04450544307696999,-0.00449594171372425,0.007184129744926437
101,female,0.32272121667428494,0.053911427760552466,0.00019984306421250153,0.010224359466626254
101,male,0.41230862796936496,0.04450544307696999,-0.00449594171372425,0.007184129744926437
102,female,0.32272121667428494,0.053911427760552466,0.00019984306421250153,0.010224359466626254
102,male,0.41230862796936496,0.04450544307696999,-0.00449594171372425,0.007184129744926437
103,female,0.32272121667428494,0.053911427760552466,0.00019984306421250153,0.010224359466626254
103,male,0.41230862796936496,0.04450544307696999,-0.00449594171372425,0.007184129744926437
104,female,0.32272121667428494,0.053911427760552466,0.00019984306421250153,0.010224359466626254
104,male,0.41230862796936496,0.04450544307696999,-0.00449594171372425,0.007184129744926437
105,female,0.32272121667428494,0.053911427760552466,0.00019984306421250153,0.010224359466626254
105,male,0.41230862796936496,0.04450544307696999,-0.00449594171372425,0.007184129744926437
106,female,0.32272121667428494,0.053911427760552466,0.00019984306421250153,0.010224359466626254
106,male,0.41230862796936496,0.04450544307696999,-0.00449594171372425,0.007184129744926437
107,female,0.32272121667428494,0.053911427760552466,0.00019984306421250153,0.010224359466626254
107,male,0.41230862796936496,0.04450544307696999,-0.00449594171372425,0.007184129744926437
108,female,0.32272121667428494,0.053911427760552466,0.00019984306421250153,0.010224359466626254
108,male,0.41230862796936496,0.04450544307696999,-0.00449594171372425,0.007184129744926437
109,female,0.32272121667428494,0.053911427760552466,0.00019984306421250153,0.010224359466626254
109,male,0.41230862796936496,0.04450544307696999,-0.00449594171372425,0.007184129744926437
